Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,Expected goals,Assists,Expected assists,Duels/90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions/90,Defensive duels/90,"Defensive duels won, %",Aerial duels/90,"Aerial duels won, %",Sliding tackles/90,PAdj Sliding tackles,Shots blocked/90,Interceptions/90,PAdj Interceptions,Fouls/90,Yellow cards,Yellow cards/90,Red cards,Red cards/90,Successful attacking actions/90,Goals/90,Non-penalty goals,Non-penalty goals/90,Expected goals/90,Head goals,Head goals/90,Shots,Shots/90,"Shots on target, %","Goal conversion, %",Assists/90,Crosses/90,"Accurate crosses, %",Crosses from left flank/90,"Accurate crosses from left flank, %",Crosses from right flank/90,"Accurate crosses from right flank, %",Crosses to goalie box/90,Dribbles/90,"Successful dribbles, %",Offensive duels/90,"Offensive duels won, %",Touches in box/90,Progressive runs/90,Accelerations/90,Received passes/90,Received long passes/90,Fouls suffered/90,Passes/90,"Accurate passes, %",Forward passes/90,"Accurate forward passes, %",Back passes/90,"Accurate back passes, %",Lateral passes/90,"Accurate lateral passes, %",Short / medium passes/90,"Accurate short / medium passes, %",Long passes/90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",Expected assists/90,Shot assists/90,Second assists/90,Third assists/90,Smart passes/90,"Accurate smart passes, %",Key passes/90,Passes to final third/90,"Accurate passes to final third, %",Passes to penalty area/90,"Accurate passes to penalty area, %",Through passes/90,"Accurate through passes, %",Deep completions/90,Deep completed crosses/90,Progressive passes/90,"Accurate progressive passes, %",Conceded goals,Conceded goals/90,Shots against,Shots against/90,Clean sheets,"Save rate, %",Expected goals conceded,Expected goals conceded/90,Prevented goals,Prevented goals/90,Back passes received by GK/90,Exits/90,Aerial duels/90 (GK),Free kicks/90,Direct free kicks/90,"Direct free kicks on target, %",Corners/90,Penalties taken,"Penalty conversion, %"
Dominic Kessler,Team 36,Team 36,"LB, LWB",26,1200000,46752,13,987,0,0.6,0,0.64,12.67,54.68,Mexico,Mexico,left,181,75,yes,7.93,7.11,61.54,1.09,16.67,0.09,0.11,0.18,3.47,4.27,1.28,2,0.18,0,0.0,1.64,0.0,0,0.0,0.05,0,0.0,6,0.55,33.33,0.0,0.0,2.92,25.0,2.83,22.58,0.09,100.0,0.46,1.09,58.33,3.37,54.05,1.09,1.46,0.36,17.05,1.64,1.28,24.62,69.63,9.21,60.4,5.11,92.86,5.84,67.19,18.69,80.49,3.01,45.45,20.49,37.38,0.06,0.55,0.0,0.09,0.09,100.0,0.27,3.28,50.0,3.28,36.11,0.18,50.0,0.27,0.91,6.02,72.73,0,,0,,0,0.0,0.0,0.0,,,0.46,,,0.0,0.0,0.0,0.0,0,0.0
Alexander Irvine,Team 36,Team 36,LCB,31,1000000,46752,5,310,0,0.02,0,0.0,8.71,70.0,Italy,Italy,left,187,80,yes,7.84,4.06,78.57,3.48,66.67,0.0,0.0,0.58,4.65,6.23,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1,0.29,0.0,0.0,0.0,0.29,0.0,0.29,0.0,0.0,0.0,0.29,0.0,0.0,0.58,0.0,0.58,0.29,0.0,25.55,0.0,0.0,38.9,80.6,19.16,69.7,3.48,91.67,12.48,90.7,31.65,90.83,6.97,37.5,17.49,23.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.52,47.37,1.16,25.0,0.0,0.0,0.29,0.29,8.42,72.41,0,,0,,0,0.0,0.0,0.0,,,1.45,,,0.0,0.0,0.0,0.0,0,0.0
Dominic Mercer,Team 36,Team 36,"RCMF, RDMF",29,1000000,46752,15,834,0,0.89,0,0.31,18.02,54.49,Mexico,Mexico,right,175,66,yes,9.17,8.42,55.13,2.16,50.0,0.76,1.11,0.54,3.78,5.56,2.05,4,0.43,0,0.0,2.16,0.0,0,0.0,0.1,0,0.0,12,1.29,41.67,0.0,0.0,1.19,36.36,0.0,0.0,1.19,36.36,0.11,2.05,57.89,7.01,56.92,1.51,2.37,0.22,30.11,0.76,1.62,42.3,85.97,13.38,78.23,5.61,88.46,14.78,90.51,38.31,89.01,2.81,65.38,16.43,23.37,0.03,0.86,0.0,0.0,0.22,0.0,0.22,6.8,87.3,2.05,31.58,0.43,25.0,0.54,0.43,6.26,72.41,0,,0,,0,0.0,0.0,0.0,,,0.32,,,0.0,0.0,0.0,0.11,0,0.0
Dominic Hayward,Team 36,Team 36,GK,24,800000,47483,9,912,0,0.0,0,0.0,0.49,60.0,Netherlands,Netherlands,right,193,88,yes,1.28,0.2,0.0,0.1,100.0,0.2,0.27,0.0,1.09,1.49,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,7.3,0.1,0.1,14.51,85.03,7.7,73.08,0.0,0.0,6.32,100.0,9.08,100.0,5.43,60.0,31.96,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,57.14,0.2,0.0,0.0,0.0,0.0,0.0,4.14,78.57,15,1.48,40,3.95,1,62.5,11.81,1.17,-3.19,-0.315,0.0,1.28,0.1,,,,0.0,0,0.0
Finnegan Vance,Team 36,Team 36,"LCMF, DMF, LDMF",29,700000,46387,8,386,1,0.22,0,0.03,14.69,52.38,Czech Republic,Czech Republic,right,179,69,yes,8.39,8.86,57.89,1.63,28.57,0.23,0.36,0.47,3.03,4.7,2.33,1,0.23,0,0.0,1.17,0.23,1,0.23,0.05,0,0.0,6,1.4,16.67,16.667,0.0,0.23,100.0,0.0,0.0,0.23,100.0,0.23,0.7,100.0,3.26,57.14,0.7,0.7,0.0,28.91,0.0,0.7,39.64,91.18,12.36,81.13,4.66,85.0,17.72,97.37,37.07,93.08,2.33,60.0,15.49,18.09,0.01,0.23,0.0,0.0,0.0,0.0,0.23,5.6,91.67,0.7,0.0,0.23,0.0,0.0,0.23,5.6,91.67,0,,0,,0,0.0,0.0,0.0,,,0.23,,,0.0,0.0,0.0,0.23,0,0.0
Emil Sinclair,Team 36,Team 36,"RCMF, RDMF",36,500000,46387,18,1128,0,1.62,1,1.69,9.18,49.57,Ghana,"Ghana, France",right,180,75,yes,5.19,4.87,54.1,1.6,40.0,0.08,0.1,0.4,2.47,3.13,1.52,0,0.0,0,0.0,0.88,0.0,0,0.0,0.13,0,0.0,18,1.44,22.22,0.0,0.08,1.28,25.0,0.16,0.0,1.12,28.57,0.16,0.24,100.0,1.99,44.0,1.6,0.56,0.0,21.3,0.48,0.48,30.32,79.21,11.25,68.79,4.23,90.57,9.65,85.12,25.45,87.46,3.67,39.13,19.08,30.58,0.13,1.12,0.0,0.0,0.0,0.0,0.48,5.43,67.65,1.6,40.0,0.4,40.0,0.56,0.32,4.71,76.27,0,,0,,0,0.0,0.0,0.0,,,0.08,,,1.28,0.16,100.0,2.15,0,0.0
Finn Halston,Team 36,Team 36,"CB, RCB",39,250000,46387,13,1263,1,1.24,0,0.02,10.19,60.14,Czech Republic,Czech Republic,right,181,85,yes,7.34,4.49,71.43,3.14,47.73,0.43,0.57,0.36,3.71,4.92,1.21,4,0.29,0,0.0,0.21,0.07,1,0.07,0.09,1,0.07,6,0.43,33.33,16.667,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.07,100.0,0.57,50.0,0.43,0.14,0.0,19.17,0.07,0.5,32.42,85.05,12.76,72.07,2.57,91.67,14.18,95.48,26.79,91.49,5.56,55.13,21.15,36.56,0.0,0.07,0.0,0.0,0.0,0.0,0.0,5.06,59.15,0.29,0.0,0.29,0.0,0.0,0.0,5.99,75.0,0,,0,,0,0.0,0.0,0.0,,,1.85,,,0.0,0.0,0.0,0.0,0,0.0
Gabriel Redmond,Team 36,Team 36,LCB,22,50000,47483,16,1364,0,0.28,0,0.02,12.34,58.82,Hungary,Hungary,left,182,74,yes,8.58,4.95,64.0,5.15,56.41,0.26,0.37,0.53,5.15,7.29,1.52,7,0.46,1,0.07,0.2,0.0,0,0.0,0.02,0,0.0,4,0.26,25.0,0.0,0.0,0.26,50.0,0.26,50.0,0.0,0.0,0.0,0.0,0.0,0.86,61.54,0.4,1.06,0.07,26.2,0.2,0.59,40.91,84.19,20.19,75.82,2.57,92.31,12.87,93.33,35.37,91.79,5.28,35.0,20.44,32.24,0.0,0.07,0.0,0.0,0.0,0.0,0.07,7.98,70.25,0.99,26.67,0.4,16.67,0.2,0.2,9.3,70.92,0,,0,,0,0.0,0.0,0.0,,,1.65,,,0.0,0.0,0.0,0.0,0,0.0
Graham Carrington,Team 36,Team 36,CF,20,1800000,,1,4,0,0.0,0,0.0,,,Greece,Greece,right,187,76,yes,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.26,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
Alexander Garrison,Team 36,Team 36,AMF,18,1800000,47150,1,7,0,0.0,0,0.0,,,Portugal,"Portugal, France",right,180,74,yes,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.16,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
Anton Linwood,Team 36,Team 36,AMF,17,1200000,47848,1,11,0,0.09,0,0.0,,,Austria,Austria,right,178,68,yes,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.16,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
Noah Monroe,Team 36,Team 36,"RB, LW, LCMF",20,1000000,46752,8,366,0,0.35,0,0.26,17.95,42.47,Scotland,Scotland,right,177,73,yes,6.15,5.16,76.19,1.48,16.67,0.49,0.79,0.0,1.72,2.76,0.49,1,0.25,0,0.0,3.2,0.0,0,0.0,0.09,0,0.0,3,0.74,33.33,0.0,0.0,5.66,26.09,4.18,17.65,1.48,50.0,0.98,4.18,35.29,9.84,32.5,1.97,1.72,0.25,28.03,2.21,1.97,36.89,78.67,7.87,78.13,13.28,96.3,9.59,61.54,30.74,88.0,0.49,100.0,15.43,12.47,0.06,0.25,0.0,0.0,0.0,0.0,0.49,2.46,80.0,4.43,33.33,0.0,0.0,0.49,1.48,4.67,68.42,0,,0,,0,0.0,0.0,0.0,,,0.25,,,0.25,0.0,0.0,0.0,0,0.0
Magnus Beaumont,Team 32,Team 32,"RW, RAMF, RWF",26,10000000,2029-12-31,16,899,2,1.83,0,0.19,18.52,37.84,Switzerland,"Switzerland, Spain",left,175,70,yes,3.1,2.6,42.31,2.9,31.03,0.0,0.0,0.1,2.0,3.03,0.7,0,0.0,0,0.0,3.9,0.2,2,0.2,0.18,0,0.0,25,2.5,40.0,8.0,0.0,2.3,30.43,0.0,0.0,2.3,30.43,0.3,4.91,44.9,12.11,38.84,2.6,2.2,0.4,30.43,1.6,1.3,34.94,82.52,8.71,75.86,10.21,93.14,10.51,80.0,31.03,87.74,1.6,56.25,17.18,20.14,0.02,0.4,0.1,0.1,0.1,0.0,0.3,3.7,72.97,2.6,46.15,0.4,0.0,0.8,0.7,3.1,87.1,0,,0,,0,0.0,0.0,0.0,,,0.1,,,0.4,0.1,0.0,0.5,0,0.0
Nathan Winterbottom,Team 32,Team 32,"RCMF, LDMF, DMF",29,10000000,2029-12-31,2,151,0,0.16,0,0.0,10.73,50.0,Chile,Chile,right,178,74,yes,4.77,4.77,50.0,2.98,60.0,0.0,0.0,0.0,2.38,3.24,0.0,0,0.0,0,0.0,1.19,0.0,0,0.0,0.09,0,0.0,1,0.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,50.0,2.98,40.0,0.6,0.0,0.0,38.15,0.6,0.6,49.47,85.54,13.11,59.09,8.34,92.86,22.65,97.37,46.49,89.74,2.98,20.0,18.96,37.19,0.0,0.0,0.0,0.6,0.0,0.0,0.0,5.96,70.0,2.38,25.0,0.0,0.0,0.0,0.0,3.58,83.33,0,,0,,0,0.0,0.0,0.0,,,1.19,,,0.0,0.0,0.0,0.0,0,0.0
Dara Mercer,Team 32,Team 32,LB,29,5000000,2028-12-31,7,682,1,0.16,1,0.57,13.59,47.57,England,England,left,178,78,yes,8.84,6.86,53.85,1.06,25.0,0.53,0.71,0.26,4.62,6.18,1.45,1,0.13,0,0.0,1.45,0.13,1,0.13,0.02,0,0.0,5,0.66,60.0,20.0,0.13,1.98,33.33,1.72,30.77,0.26,50.0,0.0,0.66,60.0,4.22,50.0,0.26,1.58,0.4,32.6,1.72,1.58,39.85,81.13,14.12,71.96,7.26,96.36,12.01,81.32,31.94,88.84,5.94,55.56,21.28,38.6,0.07,0.79,0.0,0.13,0.0,0.0,0.53,8.18,70.97,2.64,50.0,0.79,50.0,0.53,0.53,8.97,79.41,0,,0,,0,0.0,0.0,0.0,,,0.4,,,0.92,0.26,100.0,1.98,0,0.0
Tristan Radcliffe,Team 32,Team 32,"LAMF, LW, LWF",26,5000000,2026-12-31,18,1300,1,1.89,3,1.86,12.39,50.84,Austria,Austria,right,170,66,yes,2.22,2.7,51.28,0.69,30.0,0.14,0.2,0.0,0.69,0.99,0.76,0,0.0,0,0.0,3.46,0.07,1,0.07,0.13,0,0.0,26,1.8,30.77,3.846,0.21,2.49,25.0,2.49,25.0,0.0,0.0,0.14,3.6,59.62,7.89,52.63,1.52,2.15,0.42,20.63,1.73,1.66,25.55,82.11,3.95,64.91,9.97,95.83,7.41,78.5,22.43,88.89,0.69,70.0,17.33,13.72,0.13,0.69,0.0,0.07,0.14,100.0,0.55,1.32,63.16,2.01,44.83,0.14,100.0,0.62,0.62,1.8,65.38,0,,0,,0,0.0,0.0,0.0,,,0.14,,,0.28,0.28,25.0,0.07,0,0.0
Matthias Calder,Team 32,Team 32,RB,30,4500000,2026-12-31,18,1587,0,0.52,3,3.66,13.5,53.78,Spain,Spain,right,174,70,yes,7.26,4.88,65.12,1.64,41.38,0.51,0.74,0.0,3.57,5.19,0.62,4,0.23,0,0.0,3.91,0.0,0,0.0,0.03,0,0.0,12,0.68,33.33,0.0,0.17,4.93,35.63,0.45,25.0,4.42,37.18,0.51,3.01,60.38,5.67,49.0,1.13,2.44,0.34,32.61,1.98,0.34,43.89,80.36,13.1,71.0,6.64,91.45,17.13,83.11,35.33,88.28,4.03,67.61,21.49,33.95,0.21,1.47,0.06,0.0,0.17,66.67,0.68,4.93,77.01,3.86,41.18,0.4,57.14,0.57,1.47,9.07,71.88,0,,0,,0,0.0,0.0,0.0,,,0.68,,,1.08,0.28,60.0,1.7,0,0.0
Milo Ashford,Team 32,Team 32,RB,29,4000000,2027-12-31,5,298,0,0.0,0,0.0,11.78,58.97,Uruguay,Uruguay,right,179,75,yes,7.55,6.04,55.0,1.21,75.0,0.3,0.39,0.3,3.93,5.13,1.81,0,0.0,0,0.0,2.42,0.0,0,0.0,0.0,0,0.0,1,0.3,0.0,0.0,0.0,1.51,40.0,0.0,0.0,1.51,40.0,0.0,2.42,75.0,3.93,61.54,0.3,2.72,0.6,25.37,1.21,0.6,32.32,87.85,11.17,75.68,7.25,100.0,8.76,89.66,27.18,94.44,3.62,58.33,18.03,29.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.53,73.33,1.51,40.0,0.91,0.0,0.0,0.6,4.53,80.0,0,,0,,0,0.0,0.0,0.0,,,0.91,,,0.0,0.0,0.0,0.0,0,0.0
Graham Arden,Team 32,Team 32,CF,31,4000000,2026-12-31,19,1729,10,6.21,0,0.03,14.31,32.36,Sweden,Sweden,left,190,84,yes,1.3,1.93,40.54,3.18,42.62,0.0,0.0,0.0,0.52,0.73,1.3,4,0.21,0,0.0,1.3,0.52,9,0.47,0.32,3,0.16,35,1.82,57.14,28.571,0.0,0.26,0.0,0.16,0.0,0.1,0.0,0.05,0.78,33.33,5.99,28.7,1.98,0.31,0.0,4.32,0.73,0.99,7.08,73.53,1.72,54.55,2.19,90.48,1.41,81.48,6.66,76.56,0.16,66.67,13.48,6.51,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.57,63.64,0.78,26.67,0.05,0.0,0.1,0.0,0.52,60.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1,100.0
Matthias Brecken,Team 32,Team 32,LB,28,3500000,2028-12-31,8,531,0,0.22,0,0.12,15.76,47.31,Ireland,Ireland,left,184,78,yes,9.32,7.46,56.82,1.02,33.33,0.34,0.47,0.0,4.75,6.56,0.34,0,0.0,0,0.0,1.86,0.0,0,0.0,0.04,0,0.0,3,0.51,0.0,0.0,0.0,3.56,23.81,3.56,23.81,0.0,0.0,0.51,1.86,54.55,5.42,31.25,1.36,2.2,0.34,29.32,2.54,0.68,41.02,82.64,11.86,80.0,7.97,93.62,14.41,81.18,35.08,90.82,2.54,46.67,16.64,19.7,0.02,0.34,0.0,0.0,0.0,0.0,0.51,4.24,76.0,3.22,26.32,0.17,100.0,0.34,0.68,6.78,72.5,0,,0,,0,0.0,0.0,0.0,,,0.34,,,0.0,0.0,0.0,0.0,0,0.0
Julian Crestwood,Team 32,Team 32,"AMF, CF",35,3200000,2027-12-31,13,489,0,0.32,0,0.12,12.33,46.27,United States,"United States, France",right,177,73,yes,2.58,2.02,45.45,3.13,41.18,0.0,0.0,0.0,1.66,2.65,1.29,0,0.0,0,0.0,1.29,0.0,0,0.0,0.06,0,0.0,3,0.55,33.33,0.0,0.0,0.37,50.0,0.37,50.0,0.0,0.0,0.0,1.84,50.0,4.79,53.85,2.58,0.37,0.0,7.55,0.55,0.92,14.17,74.03,3.87,76.19,4.42,87.5,2.94,81.25,13.62,74.32,0.18,100.0,16.29,2.09,0.02,0.55,0.18,0.0,0.0,0.0,0.18,1.47,75.0,0.18,100.0,0.0,0.0,0.0,0.18,1.47,75.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Magnus Irvine,Team 32,Team 32,RCB,34,3000000,2027-06-30,7,676,0,0.1,0,0.0,5.86,79.55,Japan,Japan,right,189,88,yes,6.39,3.59,70.37,1.6,100.0,0.0,0.0,0.13,3.86,5.18,0.27,0,0.0,0,0.0,0.13,0.0,0,0.0,0.01,0,0.0,1,0.13,0.0,0.0,0.0,0.27,50.0,0.0,0.0,0.27,50.0,0.0,0.0,0.0,0.13,100.0,0.13,0.13,0.0,34.35,0.13,0.13,47.4,86.52,21.3,74.38,1.73,100.0,21.43,97.52,41.01,92.21,6.12,50.0,21.41,36.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06,60.53,0.4,33.33,0.13,0.0,0.0,0.13,10.52,75.95,0,,0,,0,0.0,0.0,0.0,,,1.6,,,0.0,0.0,0.0,0.0,0,0.0
Arthur Mercer,Team 32,Team 32,"LCMF, AMF, LW",37,3000000,2026-12-31,9,445,0,0.49,0,0.42,9.51,51.06,Slovakia,Slovakia,right,175,77,yes,3.24,2.02,70.0,0.61,66.67,0.2,0.31,0.0,1.62,2.47,0.2,0,0.0,0,0.0,1.82,0.0,0,0.0,0.1,0,0.0,7,1.42,14.29,0.0,0.0,1.01,20.0,0.81,25.0,0.0,0.0,0.0,2.83,50.0,6.07,43.33,1.01,5.87,1.21,33.17,0.2,1.62,40.65,88.06,9.1,80.0,11.93,96.61,12.13,83.33,38.63,91.1,1.01,40.0,17.11,16.56,0.09,1.01,0.0,0.2,0.0,0.0,0.2,4.25,85.71,1.62,50.0,0.0,0.0,0.81,0.2,4.04,75.0,0,,0,,0,0.0,0.0,0.0,,,0.61,,,2.43,0.4,0.0,2.83,0,0.0
Stefan Redmond,Team 32,Team 32,"RCB, CB",23,3000000,2027-12-31,13,1210,0,1.09,2,0.22,9.52,60.94,France,France,right,191,77,yes,6.62,3.94,52.83,4.17,67.86,0.07,0.1,0.45,4.46,6.14,1.12,5,0.37,0,0.0,0.07,0.0,0,0.0,0.08,0,0.0,6,0.45,0.0,0.0,0.15,0.22,33.33,0.0,0.0,0.22,33.33,0.0,0.15,0.0,0.45,50.0,0.89,0.52,0.15,30.2,0.3,0.15,42.4,90.35,15.92,83.18,1.56,95.24,20.9,97.51,38.01,93.74,4.17,62.5,20.92,38.03,0.02,0.22,0.0,0.0,0.0,0.0,0.22,4.02,83.33,0.15,0.0,0.07,100.0,0.07,0.07,8.48,74.56,0,,0,,0,0.0,0.0,0.0,,,1.19,,,0.0,0.0,0.0,0.0,0,0.0
Graham Ellwood,Team 32,Team 32,LW,28,2500000,,1,19,0,0.01,1,0.02,,,Turkey,Turkey,right,174,81,yes,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.98,54.69,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
Owen Hayward,Team 32,Team 32,GK,38,2000000,2028-12-31,18,1847,0,0.0,1,0.0,0.73,80.0,Slovakia,Slovakia,right,189,85,yes,0.97,0.15,66.67,0.24,80.0,0.0,0.0,0.0,0.88,1.24,0.05,1,0.05,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,100.0,0.0,0.0,0.0,11.4,0.34,0.24,18.96,82.01,10.62,69.27,0.0,0.0,7.8,98.13,11.74,98.34,7.21,55.41,34.26,53.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,35.71,0.1,0.0,0.05,100.0,0.0,0.0,4.92,77.23,22,1.07,76,3.7,5,71.05,27.21,1.33,5.21,0.254,0.0,1.51,0.24,,,,0.0,0,0.0
Oscar Hawthorne,Team 32,Team 32,GK,26,1700000,2029-12-31,1,101,0,0.0,0,0.0,0.0,0.0,Finland,"Finland, Spain",right,192,74,yes,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,1.15,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.15,0.89,0.0,24.06,81.48,12.48,64.29,0.0,0.0,10.69,100.0,16.93,100.0,7.13,37.5,26.87,41.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,50.0,1,0.89,3,2.67,0,66.67,0.95,0.85,-0.05,-0.045,0.0,0.89,0.0,,,,0.0,0,0.0
Julian Carrington,Team 32,Team 32,"LCB, RCB, CB",27,1500000,2028-12-31,9,785,0,0.22,0,0.0,8.25,52.78,Slovakia,"Slovakia, Italy",left,186,76,yes,6.42,4.93,53.49,2.29,55.0,0.11,0.16,0.23,3.67,5.19,1.15,2,0.23,1,0.11,0.0,0.0,0,0.0,0.03,0,0.0,1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,50.0,0.11,0.11,0.0,34.05,1.03,0.23,47.12,91.24,18.92,84.85,2.18,100.0,21.44,96.26,42.42,95.41,4.7,53.66,21.06,37.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24,70.27,0.11,0.0,0.23,0.0,0.0,0.0,7.34,71.88,0,,0,,0,0.0,0.0,0.0,,,1.72,,,0.0,0.0,0.0,0.0,0,0.0
Colin Winslow,Team 32,Team 32,LCB,35,800000,2027-12-31,2,201,0,0.32,0,0.0,9.85,45.45,Ireland,Ireland,left,183,75,yes,8.06,5.82,46.15,1.34,66.67,0.0,0.0,0.9,5.37,7.5,1.79,1,0.45,0,0.0,0.45,0.0,0,0.0,0.14,0,0.0,2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,50.0,2.24,40.0,1.34,0.0,0.0,42.99,0.9,0.45,55.52,90.32,17.46,74.36,1.79,100.0,34.03,97.37,50.15,97.32,5.37,25.0,20.65,40.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,40.0,0.45,0.0,0.0,0.0,0.0,0.0,4.03,55.56,0,,0,,0,0.0,0.0,0.0,,,1.79,,,0.0,0.0,0.0,0.0,0,0.0
Marcus Linwood,Team 32,Team 32,"LDMF, RDMF, RCMF",30,700000,2026-12-31,6,219,0,0.03,0,0.0,9.45,30.43,Norway,Norway,right,169,67,yes,5.34,5.75,42.86,0.82,0.0,0.41,0.54,0.0,2.47,3.21,2.05,2,0.82,0,0.0,0.41,0.0,0,0.0,0.01,0,0.0,2,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,100.0,1.23,33.33,0.41,1.64,0.0,20.55,0.0,0.41,29.59,93.06,8.22,90.0,2.88,85.71,12.74,93.55,28.77,94.29,0.82,50.0,14.35,12.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93,91.67,0.41,100.0,0.0,0.0,0.0,0.0,4.52,81.82,0,,0,,0,0.0,0.0,0.0,,,0.41,,,0.0,0.0,0.0,0.0,0,0.0
Dominic Barton,Team 32,Team 32,"RB, RWB",37,600000,2026-12-31,5,177,0,0.01,0,0.06,11.69,39.13,England,England,right,176,68,yes,5.59,3.56,42.86,3.56,28.57,0.0,0.0,0.0,4.07,5.45,0.51,0,0.0,0,0.0,1.53,0.0,0,0.0,0.01,0,0.0,1,0.51,0.0,0.0,0.0,2.03,50.0,0.0,0.0,2.03,50.0,0.51,0.51,100.0,3.56,57.14,1.02,2.54,0.0,33.56,2.03,0.51,44.24,77.01,25.93,66.67,2.54,100.0,13.73,88.89,35.59,88.57,6.61,23.08,19.64,31.01,0.03,1.02,0.0,0.0,0.0,0.0,0.51,8.64,52.94,4.07,50.0,0.51,0.0,1.02,1.02,11.69,65.22,0,,0,,0,0.0,0.0,0.0,,,1.02,,,0.0,0.0,0.0,0.0,0,0.0
Leo Westlake,Team 32,Team 32,"DMF, LCMF, RCMF",24,400000,2028-12-31,14,1147,0,0.26,1,0.27,11.46,59.59,Wales,Wales,right,185,78,yes,8.0,4.55,62.07,1.41,83.33,0.47,0.63,0.39,4.71,6.25,1.41,2,0.16,0,0.0,0.47,0.0,0,0.0,0.02,0,0.0,5,0.39,40.0,0.0,0.08,0.24,0.0,0.0,0.0,0.24,0.0,0.0,0.47,66.67,3.92,54.0,0.39,0.39,0.0,30.99,0.24,1.26,42.53,88.19,12.95,76.97,4.16,98.11,19.93,94.49,38.45,91.02,3.84,65.31,19.15,33.21,0.02,0.39,0.0,0.0,0.0,0.0,0.16,7.53,79.17,0.78,70.0,0.24,66.67,0.55,0.0,6.9,76.14,0,,0,,0,0.0,0.0,0.0,,,0.78,,,0.0,0.0,0.0,0.0,0,0.0
Finn Ashford,Team 32,Team 32,RWF,18,250000,2028-12-31,2,46,0,0.04,0,0.35,19.57,20.0,Turkey,"Turkey, Italy",right,180,76,yes,1.96,5.87,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0,0.0,0,0.0,5.87,0.0,0,0.0,0.07,0,0.0,1,1.96,100.0,0.0,0.0,7.83,25.0,0.0,0.0,7.83,25.0,1.96,9.78,20.0,11.74,16.67,3.91,1.96,0.0,17.61,1.96,0.0,23.48,75.0,1.96,0.0,3.91,100.0,13.7,85.71,13.7,100.0,1.96,100.0,25.83,21.11,0.68,1.96,0.0,0.0,0.0,0.0,1.96,0.0,0.0,3.91,0.0,0.0,0.0,0.0,1.96,1.96,100.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
